orderId,productId,quantitiy
111,368,1
112,972,1
112,162,1
112,360,1
112,120,1
113,237,1
113,682,1
113,43,1
114,77,1
114,345,1
114,475,1
115,458,1
115,656,1
115,410,1
115,663,1
115,802,1
115,685,1
115,326,1
115,247,1
116,313,1
116,69,1
116,497,1
116,326,1
116,934,1
117,510,1
117,412,1
118,582,1
118,133,1
118,949,1
119,496,1
119,196,1
119,265,1
120,499,1
120,773,1
120,189,1
120,420,1
120,192,1
121,324,1
121,944,1
121,145,1
121,818,1
121,873,1
121,2,1
122,425,1
122,578,1
122,244,1
123,35,1
123,94,1
123,863,1
123,733,1
123,441,1
123,127,1
124,80,1
124,65,1
124,633,1
124,770,1
125,626,1
125,328,1
125,8,1
125,10,1
125,253,1
125,669,1
125,220,1
125,376,1
126,825,1
126,640,1
126,254,1
127,80,1
127,477,1
127,386,1
127,154,1
128,288,1
128,889,1
128,872,1
128,550,1
128,677,1
129,643,1
129,103,1
130,224,1
130,96,1
131,327,1
132,727,1
132,612,1
132,569,1
133,560,1
133,46,1
133,209,1
133,457,1
133,6,1
133,539,1
134,73,1
134,328,1
135,444,1
135,563,1
136,745,1
136,941,1
136,549,1
136,336,1
137,145,1
137,992,1
138,259,1
138,851,1
139,10,1
139,24,1
139,968,1
140,50,1
140,324,1
140,762,1
140,745,1
141,646,1
142,413,1
142,135,1
142,481,1
142,533,1
143,979,1
143,976,1
143,280,1
143,942,1
143,970,1
144,948,1
144,935,1
144,460,1
144,88,1
144,882,1
144,117,1
145,267,1
145,846,1
145,546,1
145,663,1
145,971,1
145,455,1
146,293,1
146,432,1
146,69,1
146,434,1
147,855,1
147,498,1
148,294,1
148,755,1
148,66,1
148,810,1
149,223,1
149,314,1
149,372,1
149,432,1
150,571,1
150,719,1
150,714,1
150,873,1
150,112,1
151,75,1
151,303,1
151,219,1
151,477,1
151,920,1
152,52,1
152,911,1
153,144,1
153,601,1
153,745,1
153,691,1
153,688,1
153,30,1
154,69,1
154,817,1
154,159,1
154,711,1
154,76,1
154,71,1
154,945,1
155,566,1
156,964,1
157,196,1
157,794,1
158,901,1
158,425,1
159,537,1
160,147,1
160,19,1
160,861,1
160,748,1
160,448,1
160,4,1
161,310,1
161,906,1
161,393,1
162,445,1
162,587,1
162,764,1
162,621,1
162,915,1
162,401,1
162,735,1
163,597,1
164,650,1
164,206,1
164,617,1
164,241,1
165,619,1
165,728,1
165,47,1
165,715,1
166,572,1
166,330,1
166,671,1
166,315,1
166,954,1
166,497,1
167,157,1
167,737,1
167,500,1
168,575,1
168,385,1
168,848,1
168,658,1
169,829,1
169,865,1
169,687,1
169,525,1
170,86,1
170,112,1
170,848,1
171,137,1
171,812,1
171,144,1
171,581,1
171,443,1
172,992,1
172,641,1
172,35,1
172,652,1
172,983,1
173,128,1
173,305,1
173,468,1
173,179,1
174,619,1
174,450,1
175,132,1
175,997,1
175,773,1
176,549,1
177,411,1
177,214,1
178,619,1
178,836,1
178,515,1
178,508,1
178,69,1
178,266,1
179,783,1
179,640,1
179,825,1
180,704,1
180,808,1
180,879,1
180,630,1
180,678,1
180,522,1
181,458,1
181,587,1
181,973,1
182,328,1
182,264,1
182,915,1
182,999,1
182,931,1
182,347,1
183,447,1
183,374,1
183,691,1
183,601,1
184,802,1
184,202,1
184,935,1
184,946,1
184,806,1
185,985,1
185,92,1
186,88,1
186,92,1
186,693,1
186,803,1
187,774,1
187,998,1
188,382,1
189,553,1
189,795,1
189,730,1
189,774,1
189,378,1
190,572,1
190,265,1
191,848,1
191,605,1
191,956,1
192,439,1
192,555,1
192,712,1
192,94,1
192,842,1
193,510,1
193,39,1
193,612,1
193,363,1
193,825,1
194,610,1
194,881,1
194,303,1
194,953,1
195,525,1
195,664,1
195,405,1
195,327,1
195,828,1
196,902,1
196,489,1
196,225,1
196,305,1
196,124,1
196,389,1
197,99,1
197,767,1
198,808,1
198,202,1
199,511,1
199,469,1
199,271,1
199,612,1
200,210,1
200,334,1
200,48,1
200,444,1
200,205,1
200,804,1
200,605,1
200,765,1
201,442,1
201,117,1
202,308,1
202,608,1
202,635,1
202,233,1
202,65,1
203,95,1
203,787,1
203,356,1
203,862,1
203,527,1
203,994,1
203,375,1
204,263,1
204,535,1
204,829,1
204,700,1
204,49,1
204,389,1
205,99,1
205,541,1
205,703,1
205,656,1
205,261,1
205,410,1
205,597,1
206,868,1
206,970,1
206,727,1
206,348,1
206,183,1
206,290,1
207,4,1
207,587,1
207,15,1
207,948,1
207,243,1
207,669,1
207,561,1
207,297,1
208,150,1
208,523,1
208,993,1
208,29,1
209,736,1
209,838,1
209,8,1
209,624,1
210,677,1
210,994,1
210,803,1
210,672,1
210,963,1
210,957,1
211,77,1
211,34,1
211,371,1
211,746,1
212,340,1
212,410,1
212,156,1
212,899,1
213,329,1
213,665,1
213,820,1
213,94,1
213,840,1
214,452,1
214,389,1
214,387,1
215,920,1
215,654,1
215,911,1
215,645,1
216,980,1
216,579,1
217,39,1
217,679,1
217,384,1
217,64,1
217,124,1
217,7,1
217,137,1
217,970,1
218,695,1
218,323,1
218,501,1
218,997,1
218,619,1
219,64,1
219,119,1
220,545,1
220,818,1
220,18,1
220,628,1
220,193,1
221,977,1
221,388,1
221,18,1
221,826,1
221,947,1
222,819,1
222,33,1
223,370,1
223,823,1
223,946,1
224,399,1
224,390,1
224,533,1
224,715,1
225,175,1
225,799,1
225,52,1
226,745,1
226,940,1
226,4,1
227,389,1
227,492,1
227,837,1
227,84,1
228,586,1
228,772,1
228,280,1
228,544,1
229,613,1
229,906,1
229,883,1
229,259,1
229,961,1
229,722,1
229,640,1
230,931,1
230,672,1
230,882,1
230,333,1
230,454,1
230,335,1
230,943,1
231,73,1
231,891,1
231,628,1
231,619,1
231,171,1
231,371,1
231,812,1
232,438,1
232,815,1
233,115,1
233,983,1
233,866,1
233,745,1
233,669,1
234,736,1
234,322,1
235,668,1
235,345,1
235,725,1
235,679,1
235,170,1
235,260,1
236,361,1
236,42,1
236,804,1
236,41,1
236,778,1
237,406,1
237,767,1
237,591,1
238,88,1
239,545,1
239,252,1
239,99,1
240,393,1
240,995,1
240,906,1
240,677,1
240,138,1
241,464,1
241,551,1
242,752,1
242,957,1
242,557,1
242,810,1
242,886,1
242,321,1
243,497,1
243,183,1
244,191,1
244,899,1
244,984,1
244,131,1
244,624,1
244,967,1
244,170,1
244,180,1
245,76,1
245,518,1
245,234,1
245,558,1
245,355,1
246,168,1
246,812,1
247,705,1
247,419,1
247,356,1
247,633,1
247,789,1
248,376,1
248,364,1
248,600,1
248,121,1
248,170,1
249,461,1
249,688,1
249,600,1
250,692,1
250,706,1
250,584,1
250,619,1
251,886,1
251,325,1
251,55,1
251,694,1
251,843,1
252,297,1
252,416,1
252,124,1
253,14,1
253,607,1
253,879,1
253,248,1
254,11,1
255,78,1
255,391,1
255,782,1
255,723,1
256,781,1
256,677,1
256,288,1
256,948,1
256,375,1
256,733,1
256,772,1
256,416,1
257,814,1
257,974,1
257,520,1
257,962,1
258,438,1
258,904,1
259,152,1
259,911,1
259,484,1
260,186,1
260,662,1
260,739,1
261,890,1
261,904,1
261,855,1
261,330,1
261,745,1
262,387,1
262,617,1
262,165,1
262,574,1
262,43,1
263,658,1
263,64,1
263,407,1
263,16,1
264,644,1
264,311,1
265,493,1
265,75,1
265,255,1
265,394,1
265,857,1
265,200,1
266,866,1
266,930,1
266,798,1
266,174,1
266,731,1
266,226,1
266,125,1
267,877,1
267,626,1
267,349,1
267,522,1
267,257,1
267,255,1
267,537,1
267,333,1
268,789,1
268,437,1
268,596,1
269,199,1
269,528,1
269,449,1
270,460,1
270,922,1
270,518,1
270,796,1
270,827,1
271,520,1
271,568,1
271,664,1
271,537,1
271,231,1
272,611,1
272,593,1
272,651,1
272,945,1
273,566,1
273,848,1
273,62,1
273,817,1
273,3,1
273,90,1
273,421,1
274,789,1
274,793,1
274,13,1
274,597,1
274,363,1
274,14,1
274,355,1
274,633,1
275,156,1
275,379,1
275,6,1
275,195,1
275,735,1
276,266,1
277,936,1
277,261,1
277,638,1
277,226,1
277,830,1
278,451,1
278,392,1
279,943,1
279,493,1
280,747,1
280,640,1
280,907,1
280,15,1
280,981,1
280,61,1
281,923,1
281,414,1
281,719,1
281,186,1
281,199,1
281,129,1
282,370,1
282,414,1
282,457,1
282,797,1
282,658,1
282,501,1
283,99,1
283,834,1
283,314,1
283,996,1
284,291,1
284,709,1
284,778,1
285,418,1
286,846,1
286,642,1
286,285,1
286,643,1
287,738,1
287,628,1
287,114,1
287,778,1
287,986,1
287,505,1
288,933,1
288,556,1
288,872,1
289,294,1
289,476,1
289,527,1
290,702,1
290,254,1
290,102,1
290,167,1
290,373,1
290,643,1
291,652,1
291,837,1
291,212,1
292,325,1
292,613,1
293,684,1
293,434,1
293,355,1
293,699,1
294,22,1
294,888,1
294,926,1
294,29,1
295,680,1
295,871,1
295,830,1
296,295,1
296,178,1
296,545,1
297,652,1
297,885,1
298,875,1
298,553,1
298,543,1
298,186,1
298,172,1
298,144,1
299,815,1
299,104,1
300,512,1
300,977,1
301,132,1
301,816,1
302,353,1
302,50,1
302,306,1
303,775,1
303,74,1
304,758,1
304,156,1
304,530,1
304,321,1
305,991,1
305,481,1
305,296,1
305,251,1
305,893,1
306,715,1
306,474,1
306,199,1
307,586,1
307,439,1
307,472,1
308,859,1
308,491,1
308,548,1
309,113,1
309,923,1
309,194,1
309,143,1
310,947,1
310,787,1
310,963,1
311,279,1
311,528,1
312,560,1
312,364,1
312,318,1
312,181,1
312,680,1
312,883,1
312,269,1
313,607,1
313,870,1
313,724,1
313,403,1
314,273,1
314,623,1
314,740,1
314,526,1
315,529,1
315,789,1
315,23,1
315,112,1
315,569,1
315,422,1
316,646,1
316,769,1
316,788,1
317,73,1
318,410,1
318,167,1
318,262,1
319,864,1
319,587,1
320,3,1
320,175,1
321,744,1
321,972,1
321,667,1
321,497,1
321,539,1
322,663,1
322,345,1
322,213,1
322,456,1
323,904,1
323,14,1
324,641,1
324,630,1
324,351,1
324,761,1
325,452,1
326,593,1
326,807,1
326,967,1
326,740,1
326,452,1
327,498,1
327,759,1
327,504,1
328,31,1
328,951,1
328,125,1
329,527,1
329,927,1
329,582,1
329,157,1
329,20,1
330,697,1
330,553,1
331,613,1
331,538,1
331,727,1
331,938,1
331,684,1
332,98,1
332,12,1
333,231,1
333,847,1
334,408,1
334,466,1
335,358,1
335,179,1
335,122,1
335,988,1
336,459,1
337,104,1
337,480,1
337,108,1
337,767,1
337,191,1
337,912,1
338,972,1
338,415,1
338,815,1
339,276,1
339,377,1
340,902,1
340,760,1
340,248,1
340,528,1
340,678,1
341,274,1
341,197,1
341,633,1
341,842,1
341,653,1
342,959,1
342,731,1
342,610,1
343,476,1
343,958,1
344,678,1
344,114,1
344,998,1
344,515,1
345,960,1
345,873,1
346,653,1
346,798,1
347,965,1
348,14,1
348,223,1
348,421,1
348,464,1
349,389,1
349,976,1
349,285,1
349,143,1
350,213,1
351,453,1
351,81,1
351,908,1
351,717,1
352,534,1
352,538,1
352,128,1
352,497,1
352,220,1
353,407,1
354,168,1
355,799,1
355,232,1
355,945,1
355,908,1
356,147,1
356,239,1
356,249,1
357,908,1
357,622,1
357,953,1
358,666,1
358,672,1
359,50,1
359,188,1
359,966,1
359,793,1
360,93,1
360,352,1
360,382,1
361,769,1
361,431,1
362,891,1
363,793,1
363,553,1
363,677,1
363,116,1
363,141,1
364,405,1
364,197,1
365,364,1
365,724,1
365,669,1
365,740,1
365,253,1
365,157,1
365,410,1
366,177,1
366,934,1
367,993,1
367,825,1
367,990,1
368,51,1
368,137,1
368,96,1
368,442,1
368,489,1
369,751,1
369,361,1
369,685,1
369,554,1
369,559,1
369,240,1
369,463,1
370,690,1
370,964,1
370,87,1
371,880,1
371,470,1
371,809,1
371,821,1
371,389,1
372,519,1
372,759,1
372,798,1
373,274,1
373,557,1
373,323,2
373,323,1
374,834,1
374,910,1
375,224,1
375,765,1
375,595,1
375,336,1
375,2,1
376,878,1
376,542,1
377,654,1
377,959,1
378,710,1
379,232,1
379,97,1
379,139,1
379,495,1
380,233,1
380,658,1
380,475,1
381,503,1
381,729,1
381,899,1
381,425,1
382,394,1
382,179,1
382,593,1
382,40,1
383,441,1
383,535,1
383,909,1
383,322,1
384,800,1
385,581,1
385,329,1
385,500,1
385,489,1
385,400,1
386,613,1
387,428,1
387,149,1
388,761,1
388,183,1
388,30,1
388,507,1
389,543,1
389,293,1
389,318,1
390,172,1
391,743,1
391,45,1
391,930,1
391,248,1
391,635,1
391,143,1
391,92,1
391,522,1
392,205,1
392,394,1
392,233,1
392,922,1
393,155,1
393,984,1
393,237,1
394,507,1
394,510,1
395,877,1
395,902,1
395,345,1
396,631,1
396,994,1
396,601,1
396,147,1
397,769,1
397,99,1
398,443,1
398,12,1
399,864,1
399,807,1
399,352,1
399,720,1
399,937,1
399,486,1
400,835,1
400,423,1
400,571,1
400,553,1
400,855,1
401,777,1
401,304,1
401,658,1
401,990,1
401,183,1
401,111,1
402,536,1
402,253,1
402,852,1
402,753,1
402,665,1
403,79,1
403,129,1
403,281,1
403,594,1
403,28,1
404,12,1
404,995,1
404,366,1
404,277,1
405,192,1
405,509,1
405,376,1
405,205,1
405,971,1
406,621,1
406,155,1
407,307,1
407,841,1
407,470,1
407,62,1
407,34,1
408,181,1
408,52,1
408,507,1
408,460,1
409,892,1
409,792,1
410,908,1
410,538,1
410,666,1
410,217,1
411,892,1
411,406,1
411,729,1
411,643,1
412,484,1
412,745,1
412,266,1
413,330,1
413,570,1
413,744,1
413,145,1
414,739,1
414,423,1
415,823,1
415,915,1
415,78,1
415,124,1
416,386,1
416,68,1
416,160,1
416,355,1
416,276,1
416,331,1
416,899,1
417,717,1
417,926,1
417,627,1
417,673,1
417,341,1
417,946,1
417,120,1
417,72,1
418,176,1
418,284,1
418,118,1
419,817,1
419,891,1
419,212,1
419,457,1
420,235,1
420,175,1
420,402,1
420,763,1
421,669,1
421,691,1
421,66,1
421,241,1
421,24,1
421,647,1
421,622,1
422,729,1
422,140,1
423,687,1
423,197,1
423,511,1
423,501,1
424,11,1
424,947,1
424,510,1
425,52,1
425,778,1
425,678,1
426,9,1
427,145,1
427,953,1
427,744,1
428,812,1
428,751,1
428,271,1
428,23,1
429,600,1
429,711,1
429,282,1
430,785,1
430,601,1
430,686,1
431,711,1
431,532,1
431,617,1
432,644,1
432,333,1
432,549,1
432,444,1
433,748,1
433,164,1
433,71,1
433,962,1
433,989,1
434,58,1
434,621,1
435,365,1
435,554,1
435,738,1
436,943,1
437,547,1
437,744,1
437,148,1
437,265,1
438,144,1
438,859,1
438,213,1
438,789,1
439,890,1
439,552,1
439,452,1
439,476,1
439,82,1
439,610,1
439,59,1
440,54,1
440,429,1
440,567,1
440,407,1
440,236,1
441,637,1
441,922,1
441,74,1
441,451,1
441,710,1
442,977,1
442,260,1
442,140,1
442,59,1
442,645,1
442,696,1
443,645,1
443,651,1
443,706,1
443,16,1
443,911,1
443,786,1
444,325,1
444,201,1
444,706,1
444,273,1
444,859,1
445,519,1
445,382,1
445,597,1
445,279,1
446,613,1
446,547,1
446,162,1
446,829,1
447,844,1
448,631,1
448,811,1
448,450,1
448,25,1
449,180,1
449,90,1
449,880,1
450,631,1
450,913,1
451,985,1
451,3,1
451,967,1
451,877,1
451,637,1
452,503,1
452,593,1
452,407,1
452,132,1
452,44,1
452,749,1
453,934,1
453,910,1
453,564,1
454,451,1
454,779,1
454,717,1
454,320,1
455,397,1
455,400,1
455,637,1
455,924,1
456,417,1
456,765,1
457,918,1
457,948,1
457,639,1
457,523,1
457,786,1
458,115,1
458,182,1
458,193,1
458,986,1
459,486,1
460,961,1
460,75,1
460,872,1
460,254,1
460,608,1
461,377,1
461,298,1
461,333,1
461,36,1
461,568,1
461,845,1
461,506,1
462,679,1
462,563,1
462,704,1
463,403,1
464,589,1
465,423,1
465,439,1
465,662,1
466,148,1
466,151,1
466,717,1
466,132,1
466,348,1
467,787,1
467,22,1
467,90,1
467,363,1
468,779,1
468,851,1
469,860,1
469,627,1
469,327,1
469,555,1
470,401,1
471,229,1
471,310,1
471,860,1
472,264,1
473,825,1
473,887,1
473,692,1
474,553,1
474,787,1
475,882,1
475,905,1
476,617,1
476,340,1
476,812,1
476,899,1
476,109,1
476,575,1
477,297,1
478,681,1
478,229,1
478,78,1
479,228,1
479,486,1
480,200,1
480,369,1
481,142,1
481,141,1
481,358,1
481,4,1
481,451,1
481,555,1
482,473,1
482,890,1
483,297,1
483,797,1
483,308,1
484,762,1
484,166,1
485,620,1
485,377,1
485,2,1
485,339,1
486,988,1
486,666,1
486,957,1
486,525,1
486,820,1
486,882,1
487,365,1
487,59,1
488,436,1
488,294,1
488,773,1
488,479,1
489,850,1
489,642,1
490,569,1
490,10,1
490,338,1
490,129,1
490,623,1
490,146,1
491,802,1
491,735,1
492,198,1
492,784,1
492,49,1
492,621,1
493,171,1
493,900,1
493,385,1
493,406,1
494,48,1
494,114,1
494,274,1
494,821,1
495,797,1
495,231,1
495,137,1
495,288,1
495,579,1
495,538,1
495,234,1
496,165,1
496,677,1
497,517,1
497,232,1
497,122,1
497,762,1
497,266,1
498,821,1
498,445,1
498,388,1
498,634,1
499,790,1
499,659,1
499,811,1
500,567,1
500,889,1
500,897,1
500,168,1
500,718,1
500,665,1
501,699,1
501,970,1
501,73,1
502,553,1
502,979,1
502,712,1
503,58,1
503,941,1
504,552,1
504,178,1
504,581,1
504,884,1
504,208,1
505,66,1
505,682,1
505,816,1
506,397,1
506,82,1
506,194,1
506,153,1
506,617,1
507,145,1
507,356,1
507,419,1
507,287,1
507,363,1
507,921,1
508,757,1
508,624,1
508,509,1
509,39,1
509,635,1
509,98,1
509,598,1
510,656,1
510,354,1
510,955,1
510,839,1
511,65,1
511,29,1
511,373,1
511,696,1
511,150,1
511,918,1
511,898,1
512,209,1
512,585,1
512,166,1
512,353,1
512,686,1
512,666,1
513,585,1
513,401,1
513,937,1
513,590,1
514,488,1
514,295,1
514,55,1
515,236,1
515,102,1
515,481,1
516,295,1
516,628,1
516,25,1
516,901,1
517,560,1
518,393,1
518,527,1
518,411,1
518,522,1
518,607,1
519,969,1
519,91,1
520,511,1
520,221,1
521,212,1
521,651,1
521,71,1
521,203,1
521,754,1
522,681,1
522,846,1
522,598,1
522,767,1
522,69,1
522,880,1
523,410,1
523,232,1
524,11,1
524,533,1
524,522,1
524,711,1
524,27,1
525,579,1
525,665,1
525,717,1
526,279,1
526,620,1
526,583,1
527,339,1
527,403,1
527,485,1
527,536,1
528,636,1
528,984,1
529,375,1
529,454,1
530,917,1
530,987,1
530,795,1
530,544,1
530,27,1
530,112,1
530,559,1
531,863,1
531,835,1
531,862,1
531,926,1
531,165,1
532,265,1
532,225,1
532,976,1
533,33,1
534,313,1
534,460,1
534,842,1
535,750,1
535,249,1
535,89,1
536,500,1
537,198,1
537,44,1
538,233,1
538,378,1
538,965,1
538,539,1
538,466,1
539,350,1
539,114,1
540,865,1
540,914,1
540,289,1
541,673,1
542,25,1
542,362,1
542,115,1
542,80,1
542,980,1
542,568,1
542,97,1
543,639,1
543,181,1
543,715,1
544,272,1
544,11,1
544,974,1
545,839,1
545,461,1
545,374,1
545,635,1
545,89,1
545,872,1
545,613,1
545,220,1
546,219,1
546,793,1
546,103,1
546,931,1
547,705,1
547,791,1
548,174,1
548,704,1
548,751,1
548,557,1
548,647,1
548,488,1
549,257,1
550,304,1
550,450,1
550,913,1
551,462,1
551,240,1
551,460,1
551,745,1
551,365,1
551,498,1
551,948,1
551,193,1
552,670,1
552,936,1
552,897,1
553,894,1
553,324,1
554,362,1
554,482,1
554,98,1
554,489,1
554,994,1
555,316,1
555,809,1
556,58,1
556,606,1
556,938,1
556,554,1
556,309,1
556,880,1
556,948,1
557,433,1
557,498,1
557,379,1
558,986,1
558,622,1
558,868,1
558,587,1
558,38,1
558,329,1
559,164,1
559,349,1
559,66,1
559,930,1
560,410,1
560,825,1
560,507,1
561,151,1
561,969,1
562,303,1
562,589,1
562,517,1
562,779,1
562,815,1
563,6,1
563,929,1
563,143,1
564,595,1
564,13,1
564,41,1
564,235,1
564,750,1
565,503,1
565,395,1
565,438,1
565,563,1
565,80,1
565,670,1
566,221,1
566,147,1
566,119,1
566,347,1
567,89,1
567,857,1
567,788,1
568,759,1
568,180,1
568,470,1
568,803,1
568,353,1
569,585,1
569,738,1
569,312,1
570,981,1
570,870,1
571,142,1
571,332,1
571,462,1
572,573,1
572,260,1
573,24,1
573,336,1
573,545,1
573,19,1
573,123,1
573,353,1
573,606,1
574,311,1
574,732,1
574,989,1
574,179,1
574,54,1
575,546,1
575,578,1
575,863,1
576,731,1
576,525,1
576,241,1
576,828,1
576,162,1
576,998,1
576,236,1
576,697,1
577,867,1
577,174,1
577,732,1
577,908,1
578,524,1
578,570,1
578,906,1
578,668,1
578,428,1
578,416,1
578,260,1
578,613,1
579,641,1
579,268,1
579,898,1
579,398,1
579,42,1
579,823,1
579,801,1
580,300,1
580,99,1
580,260,1
580,33,1
581,393,1
581,726,1
581,8,1
581,166,1
582,155,1
582,954,1
582,616,1
582,814,1
582,260,1
582,660,1
582,494,1
583,792,1
583,805,1
583,332,1
583,188,1
583,772,1
583,495,1
584,954,1
584,155,1
584,702,1
584,945,1
585,54,1
586,277,1
586,769,1
586,317,1
586,738,1
586,533,1
587,436,1
587,665,1
587,356,1
587,836,1
587,495,1
588,537,1
588,555,1
589,400,1
590,470,1
590,455,1
590,78,1
590,734,1
590,822,1
590,986,1
590,905,1
591,181,1
591,689,1
591,318,1
591,788,1
591,1000,1
592,338,1
593,389,1
593,282,1
593,939,1
593,541,1
594,441,1
595,507,1
595,738,1
595,637,1
596,863,1
596,346,1
596,397,1
596,72,1
597,441,1
597,362,1
597,847,1
597,605,1
597,130,1
597,255,1
598,84,1
598,815,1
598,665,1
599,333,1
600,735,1
600,120,1
600,345,1
600,175,1
600,474,1
600,373,1
601,626,1
601,638,1
601,334,1
601,203,1
601,47,1
602,566,1
602,475,1
602,930,1
602,12,1
602,285,1
602,49,1
602,987,1
602,191,1
602,856,1
603,937,1
604,906,1
605,39,1
605,404,1
605,455,1
605,731,1
606,794,1
606,723,1
606,781,1
606,696,1
606,277,1
607,940,1
607,690,1
607,554,1
607,546,1
607,268,1
607,514,1
607,412,1
608,779,1
608,549,1
608,171,1
608,165,1
609,194,1
609,976,1
609,218,1
609,889,1
609,209,1
609,446,1
610,806,1
611,66,1
611,495,1
611,703,1
611,410,1
611,868,1
612,578,1
612,990,1
612,732,1
612,119,1
613,219,1
613,477,1
613,979,1
613,263,1
613,707,1
614,775,1
614,937,1
614,410,1
614,201,1
614,162,1
614,811,1
615,612,1
615,603,1
615,199,1
616,561,1
616,588,1
616,1,1
616,753,1
616,364,1
616,408,1
617,452,1
617,813,1
617,20,1
617,105,1
617,419,1
618,729,1
618,256,1
618,199,1
619,568,1
619,962,1
619,586,1
619,599,1
619,916,1
619,108,1
619,778,1
