orderId,productId
242,557
242,810
242,886
242,321
243,497
243,183
244,191
244,899
244,984
244,131
244,624
244,967
244,170
244,180
245,76
245,518
245,234
245,558
245,355
246,168
246,812
247,705
247,419
247,356
247,633
247,789
248,376
248,364
248,600
248,121
248,170
249,461
249,688
249,600
250,692
250,706
250,584
250,619
251,886
251,325
251,55
251,694
251,843
252,297
252,416
252,124
253,14
253,607
253,879
253,248
254,11
255,78
255,391
255,782
255,723
256,781
256,677
256,288
256,948
256,375
256,733
256,772
256,416
257,814
257,974
257,520
257,962
258,438
258,904
259,152
259,911
259,484
260,186
260,662
260,739
261,890
261,904
261,855
261,330
261,745
262,387
262,617
262,165
262,574
262,43
263,658
263,64
263,407
263,16
264,644
264,311
265,493
265,75
265,255
265,394
265,857
265,200
266,866
266,930
266,798
266,174
266,731
266,226
266,125
267,877
267,626
267,349
267,522
267,257
267,255
267,537
267,333
268,789
268,437
268,596
269,199
269,528
269,449
270,460
270,922
270,518
270,796
270,827
271,520
271,568
271,664
271,537
271,231
272,611
272,593
272,651
272,945
273,566
273,848
273,62
273,817
273,3
273,90
273,421
274,789
274,793
274,13
274,597
274,363
274,14
274,355
274,633
275,156
275,379
275,6
275,195
275,735
276,266
277,936
277,261
277,638
277,226
277,830
278,451
278,392
279,943
279,493
280,747
280,640
280,907
280,15
280,981
280,61
281,923
281,414
281,719
281,186
281,199
281,129
282,370
282,414
282,457
282,797
282,658
282,501
283,99
283,834
283,314
283,996
284,291
284,709
284,778
285,418
286,846
286,642
286,285
286,643
287,738
287,628
287,114
287,778
287,986
287,505
288,933
288,556
288,872
289,294
289,476
289,527
290,702
290,254
290,102
290,167
290,373
290,643
291,652
291,837
291,212
292,325
292,613
293,684
293,434
293,355
293,699
294,22
294,888
294,926
294,29
295,680
295,871
295,830
296,295
296,178
296,545
297,652
297,885
298,875
298,553
298,543
298,186
298,172
298,144
299,815
299,104
300,512
300,977
301,132
301,816
302,353
302,50
302,306
303,775
303,74
304,758
304,156
304,530
304,321
305,991
305,481
305,296
305,251
305,893
306,715
306,474
306,199
307,586
307,439
307,472
308,859
308,491
308,548
309,113
309,923
309,194
309,143
310,947
310,787
310,963
311,279
311,528
312,560
312,364
312,318
312,181
312,680
312,883
312,269
313,607
313,870
313,724
313,403
314,273
314,623
314,740
314,526
315,529
315,789
315,23
315,112
315,569
315,422
316,646
316,769
316,788
317,73
318,410
318,167
318,262
319,864
319,587
320,3
320,175
321,744
321,972
321,667
321,497
321,539
322,663
322,345
322,213
322,456
323,904
323,14
324,641
324,630
324,351
324,761
325,452
326,593
326,807
326,967
326,740
326,452
327,498
327,759
327,504
328,31
328,951
328,125
329,527
329,927
329,582
329,157
329,20
330,697
330,553
331,613
331,538
331,727
331,938
331,684
332,98
332,12
333,231
333,847
334,408
334,466
335,358
335,179
335,122
335,988
336,459
337,104
337,480
337,108
337,767
337,191
337,912
338,972
338,415
338,815
339,276
339,377
340,902
340,760
340,248
340,528
340,678
341,274
341,197
341,633
341,842
341,653
342,959
342,731
342,610
343,476
343,958
344,678
344,114
344,998
344,515
345,960
345,873
346,653
346,798
347,965
348,14
348,223
348,421
348,464
349,389
349,976
349,285
349,143
350,213
351,453
351,81
351,908
351,717
352,534
352,538
352,128
352,497
352,220
353,407
354,168
355,799
355,232
355,945
355,908
356,147
356,239
356,249
357,908
357,622
357,953
358,666
358,672
359,50
359,188
359,966
359,793
360,93
360,352
360,382
361,769
361,431
362,891
363,793
363,553
363,677
363,116
363,141
364,405
364,197
365,364
365,724
365,669
365,740
365,253
365,157
365,410
366,177
366,934
367,993
367,825
367,990
368,51
368,137
368,96
368,442
368,489
369,751
369,361
369,685
369,554
369,559
369,240
369,463
370,690
370,964
370,87
371,880
371,470
371,809
371,821
371,389
372,519
372,759
372,798
373,274
373,557
373,323
373,323
374,834
374,910
375,224
375,765
375,595
375,336
375,2
376,878
376,542
377,654
377,959
378,710
379,232
379,97
379,139
379,495
380,233
380,658
380,475
381,503
381,729
381,899
381,425
382,394
382,179
382,593
382,40
383,441
383,535
383,909
383,322
384,800
385,581
385,329
385,500
385,489
385,400
386,613
387,428
387,149
388,761
388,183
388,30
388,507
389,543
389,293
389,318
390,172
391,743
391,45
391,930
391,248
391,635
391,143
391,92
391,522
392,205
392,394
392,233
392,922
393,155
393,984
393,237
394,507
394,510
395,877
395,902
395,345
396,631
396,994
396,601
396,147
397,769
397,99
398,443
398,12
399,864
399,807
399,352
399,720
399,937
399,486
400,835
400,423
400,571
400,553
400,855
401,777
401,304
401,658
401,990
401,183
401,111
402,536
402,253
402,852
402,753
402,665
403,79
403,129
403,281
403,594
403,28
404,12
404,995
404,366
404,277
405,192
405,509
405,376
405,205
405,971
406,621
406,155
407,307
407,841
407,470
407,62
407,34
408,181
408,52
408,507
408,460
409,892
409,792
410,908
410,538
410,666
410,217
411,892
411,406
411,729
411,643
412,484
412,745
412,266
413,330
413,570
413,744
413,145
414,739
414,423
415,823
415,915
415,78
415,124
416,386
416,68
416,160
416,355
416,276
416,331
416,899
417,717
417,926
417,627
417,673
417,341
417,946
417,120
417,72
418,176
418,284
418,118
419,817
419,891
419,212
419,457
420,235
420,175
420,402
420,763
421,669
421,691
421,66
421,241
421,24
421,647
421,622
422,729
422,140
423,687
423,197
423,511
423,501
424,11
424,947
424,510
425,52
425,778
425,678
426,9
427,145
427,953
427,744
428,812
428,751
428,271
428,23
429,600
429,711
429,282
430,785
430,601
430,686
431,711
431,532
431,617
432,644
432,333
432,549
432,444
433,748
433,164
433,71
433,962
433,989
434,58
434,621
435,365
435,554
435,738
436,943
437,547
437,744
437,148
437,265
438,144
438,859
438,213
438,789
439,890
439,552
439,452
439,476
439,82
439,610
439,59
440,54
440,429
440,567
440,407
440,236
441,637
441,922
441,74
441,451
441,710
442,977
442,260
442,140
442,59
442,645
442,696
443,645
443,651
443,706
443,16
443,911
443,786
444,325
444,201
444,706
444,273
444,859
445,519
445,382
445,597
445,279
446,613
446,547
446,162
446,829
447,844
448,631
448,811
448,450
448,25
449,180
449,90
449,880
450,631
450,913
451,985
451,3
451,967
451,877
451,637
452,503
452,593
452,407
452,132
452,44
452,749
453,934
453,910
453,564
454,451
454,779
454,717
454,320
455,397
455,400
455,637
455,924
456,417
456,765
457,918
457,948
457,639
457,523
457,786
458,115
458,182
458,193
458,986
459,486
460,961
460,75
460,872
460,254
460,608
461,377
461,298
461,333
461,36
461,568
461,845
461,506
462,679
462,563
462,704
463,403
464,589
465,423
465,439
465,662
466,148
466,151
466,717
466,132
466,348
467,787
467,22
467,90
467,363
468,779
468,851
469,860
469,627
469,327
469,555
470,401
471,229
471,310
471,860
472,264
473,825
473,887
473,692
474,553
474,787
475,882
475,905
476,617
476,340
476,812
476,899
476,109
476,575
477,297
478,681
478,229
478,78
479,228
479,486
480,200
480,369
481,142
481,141
481,358
481,4
481,451
481,555
482,473
482,890
483,297
483,797
483,308
484,762
484,166
485,620
485,377
485,2
485,339
486,988
486,666
486,957
486,525
486,820
486,882
487,365
487,59
488,436
488,294
488,773
488,479
489,850
489,642
490,569
490,10
490,338
490,129
490,623
490,146
491,802
491,735
492,198
492,784
492,49
492,621
493,171
493,900
493,385
493,406
494,48
494,114
494,274
494,821
495,797
495,231
495,137
495,288
495,579
495,538
495,234
496,165
496,677
497,517
497,232
497,122
497,762
497,266
498,821
498,445
498,388
498,634
499,790
499,659
499,811
500,567
500,889
500,897
500,168
500,718
500,665
501,699
501,970
501,73
502,553
502,979
502,712
503,58
503,941
504,552
504,178
504,581
504,884
504,208
505,66
505,682
505,816
506,397
506,82
506,194
506,153
506,617
507,145
507,356
507,419
507,287
507,363
507,921
508,757
508,624
508,509
509,39
509,635
509,98
509,598
510,656
510,354
510,955
510,839
511,65
511,29
511,373
511,696
511,150
511,918
511,898
512,209
512,585
512,166
512,353
512,686
512,666
513,585
513,401
513,937
513,590
514,488
514,295
514,55
515,236
515,102
515,481
516,295
516,628
516,25
516,901
517,560
518,393
518,527
518,411
518,522
518,607
519,969
519,91
520,511
520,221
521,212
521,651
521,71
521,203
521,754
522,681
522,846
522,598
522,767
522,69
522,880
523,410
523,232
524,11
524,533
524,522
524,711
524,27
525,579
525,665
525,717
526,279
526,620
526,583
527,339
527,403
527,485
527,536
528,636
528,984
529,375
529,454
530,917
530,987
530,795
530,544
530,27
530,112
530,559
531,863
531,835
531,862
531,926
531,165
532,265
532,225
532,976
533,33
534,313
534,460
534,842
535,750
535,249
535,89
536,500
537,198
537,44
538,233
538,378
538,965
538,539
538,466
539,350
539,114
540,865
540,914
540,289
541,673
542,25
542,362
542,115
542,80
542,980
542,568
542,97
543,639
543,181
543,715
544,272
544,11
544,974
545,839
545,461
545,374
545,635
545,89
545,872
545,613
545,220
546,219
546,793
546,103
546,931
547,705
547,791
548,174
548,704
548,751
548,557
548,647
548,488
549,257
550,304
550,450
550,913
551,462
551,240
551,460
551,745
551,365
551,498
551,948
551,193
552,670
552,936
552,897
553,894
553,324
554,362
554,482
554,98
554,489
554,994
555,316
555,809
556,58
556,606
556,938
556,554
556,309
556,880
556,948
557,433
557,498
557,379
558,986
558,622
558,868
558,587
558,38
558,329
559,164
559,349
559,66
559,930
560,410
560,825
560,507
561,151
561,969
562,303
562,589
562,517
562,779
562,815
563,6
563,929
563,143
564,595
564,13
564,41
564,235
564,750
565,503
565,395
565,438
565,563
565,80
565,670
566,221
566,147
566,119
566,347
567,89
567,857
567,788
568,759
568,180
568,470
568,803
568,353
569,585
569,738
569,312
570,981
570,870
571,142
571,332
571,462
572,573
572,260
573,24
573,336
573,545
573,19
573,123
573,353
573,606
574,311
574,732
574,989
574,179
574,54
575,546
575,578
575,863
576,731
576,525
576,241
576,828
576,162
576,998
576,236
576,697
577,867
577,174
577,732
577,908
578,524
578,570
578,906
578,668
578,428
578,416
578,260
578,613
579,641
579,268
579,898
579,398
579,42
579,823
579,801
580,300
580,99
580,260
580,33
581,393
581,726
581,8
581,166
582,155
582,954
582,616
582,814
582,260
582,660
582,494
583,792
583,805
583,332
583,188
583,772
583,495
584,954
584,155
584,702
584,945
585,54
586,277
586,769
586,317
586,738
586,533
587,436
587,665
587,356
587,836
587,495
588,537
588,555
589,400
590,470
590,455
590,78
590,734
590,822
590,986
590,905
591,181
591,689
591,318
591,788
591,1000
592,338
593,389
593,282
593,939
593,541
594,441
595,507
595,738
595,637
596,863
596,346
596,397
596,72
597,441
597,362
597,847
597,605
597,130
597,255
598,84
598,815
598,665
599,333
600,735
600,120
600,345
600,175
600,474
600,373
601,626
601,638
601,334
601,203
601,47
602,566
602,475
602,930
602,12
602,285
602,49
602,987
602,191
602,856
603,937
604,906
605,39
605,404
605,455
605,731
606,794
606,723
606,781
606,696
606,277
607,940
607,690
607,554
607,546
607,268
607,514
607,412
608,779
608,549
608,171
608,165
609,194
609,976
609,218
609,889
609,209
609,446
610,806
611,66
611,495
611,703
611,410
611,868
612,578
612,990
612,732
612,119
613,219
613,477
613,979
613,263
613,707
614,775
614,937
614,410
614,201
614,162
614,811
615,612
615,603
615,199
616,561
616,588
616,1
616,753
616,364
616,408
617,452
617,813
617,20
617,105
617,419
618,729
618,256
618,199
619,568
619,962
619,586
619,599
619,916
619,108
619,778
619,381
620,278
620,220
620,763
620,997
620,939
621,730
621,27
622,827
622,721
622,384
622,372
622,776
623,155
623,800
623,774
623,969
624,858
624,189
624,128
624,833
625,992
625,429
625,561
626,619
626,209
626,672
626,442
626,29
627,599
627,747
627,495
628,462
628,178
628,875
629,857
629,959
630,445
630,238
630,392
630,839
630,377
631,889
631,381
631,312
631,278
632,691
633,645
633,441
633,870
633,52
634,351
634,885
634,362
634,920
634,640
635,603
636,849
636,58
636,491
636,562
636,167
637,411
637,45
638,30
638,308
638,862
638,565
638,879
638,999
638,167
639,636
639,299
639,570
640,908
640,662
640,118
640,277
640,907
641,106
641,547
642,610
642,480
642,368
642,615
642,25
643,963
643,929
643,169
643,569
644,539
644,569
644,792
644,110
645,294
645,156
646,540
646,507
646,632
646,83
647,880
647,400
647,212
647,656
648,93
648,642
649,248
649,863
649,793
649,249
649,675
649,876
649,869
650,182
650,72
650,993
650,686
650,146
650,155
650,252
651,587
651,894
651,284
651,306
652,957
652,783
653,968
653,13
653,517
653,994
653,404
653,327
653,823
654,517
654,339
655,18
655,991
655,221
655,332
655,429
655,122
656,997
656,591
656,991
656,469
656,688
657,720
657,827
657,623
657,782
658,946
659,865
660,639
661,458
661,46
661,529
661,809
662,337
662,387
662,605
662,889
662,390
663,441
663,470
663,389
663,203
664,463
664,502
664,815
664,808
664,364
664,348
664,573
665,368
665,372
665,144
665,632
665,319
665,62
665,381
666,409
666,243
666,52
666,736
666,173
666,244
667,545
667,750
667,161
668,10
668,601
669,615
669,187
669,980
669,88
669,482
669,990
670,575
670,659
671,240
671,128
671,149
671,324
671,576
671,388
672,821
672,814
672,850
673,140
673,115
673,663
673,798
674,793
674,623
674,794
675,454
675,384
675,703
675,691
675,760
676,525
676,88
676,39
677,309
677,396
677,430
677,544
678,269
678,714
678,153
678,412
678,810
679,973
679,913
679,430
679,802
679,665
680,772
681,311
681,972
681,940
681,198
682,907
682,221
683,958
683,832
683,256
683,264
684,715
684,779
684,283
684,458
684,889
685,374
685,365
685,535
685,648
686,340
686,532
686,284
686,724
687,299
687,60
688,611
688,254
688,261
688,311
688,256
688,323
689,674
689,386
689,266
689,21
689,99
690,701
690,891
690,5
691,127
691,134
691,285
691,704
691,69
691,303
691,760
691,757
692,304
692,865
692,921
693,572
693,960
693,114
693,352
693,226
693,515
694,664
695,752
696,502
696,815
696,1000
696,74
696,59
696,300
696,302
696,248
696,965
697,589
697,522
698,95
698,582
698,73
698,314
698,48
698,927
698,384
699,766
699,548
699,781
700,901
700,609
700,685
701,624
701,532
701,331
701,633
701,230
701,440
701,105
702,238
702,397
702,692
702,955
703,960
703,476
703,622
704,25
704,753
704,653
705,415
705,935
705,524
705,16
705,421
705,474
705,452
706,280
707,925
707,262
708,824
708,4
708,483
709,670
709,653
709,369
709,490
709,379
710,262
710,397
710,996
710,352
710,475
710,386
711,345
711,617
711,810
711,676
712,196
712,653
712,242
713,515
713,178
713,222
714,37
714,911
714,704
714,128
714,788
714,973
714,875
715,469
715,717
715,453
715,792
716,108
717,15
717,215
717,474
718,916
718,417
718,582
718,680
718,257
719,323
719,678
719,553
720,431
720,601
720,682
720,165
720,638
720,315
721,243
722,31
722,62
722,667
722,318
722,554
722,479
722,11
723,74
723,402
723,419
723,728
724,480
724,414
724,253
724,724
725,575
725,440
725,77
725,300
726,949
726,740
726,595
726,718
726,523
726,738
726,655
727,162
727,850
727,769
728,773
728,194
728,957
729,201
729,976
729,817
729,585
730,358
731,456
731,878
731,934
732,854
732,642
732,270
733,313
733,829
733,965
734,137
734,670
735,891
735,703
735,980
736,304
736,113
736,907
736,637
736,340
736,388
737,941
737,556
738,541
739,904
739,672
739,225
739,112
740,55
740,651
740,19
740,250
741,16
741,358
741,505
742,231
742,168
743,53
743,688
743,14
744,842
744,86
744,748
744,939
745,758
745,658
745,115
746,973
746,576
747,412
747,438
747,905
748,472
748,681
748,555
748,509
748,825
749,421
749,454
750,494
750,544
750,83
750,312
750,966
751,147
752,208
752,46
752,234
753,631
753,13
753,791
753,34
753,956
753,885
754,886
754,93
754,489
754,55
755,126
755,207
756,197
756,419
756,188
756,272
756,919
757,275
757,271
757,313
757,982
757,294
757,910
757,599
758,786
758,457
758,184
758,659
758,487
759,700
759,544
759,5
760,221
760,334
760,680
760,860
760,910
761,173
761,3
761,654
762,10
762,333
762,382
763,929
763,571
763,518
763,929
763,789
764,331
764,133
764,434
765,428
765,577
765,625
766,120
766,234
766,161
766,72
767,458
767,143
767,630
767,27
767,762
768,631
768,965
768,623
768,431
768,623
768,190
768,904
768,514
769,992
769,5
769,898
769,665
770,113
770,269
770,952
770,429
771,841
771,570
771,756
772,928
772,21
772,258
772,463
772,916
773,505
773,153
774,738
775,60
775,267
775,285
775,575
775,248
776,660
776,40
776,244
777,753
777,271
778,387
778,568
778,939
779,777
780,626
780,794
780,138
780,114
780,192
781,449
781,830
781,760
782,283
782,910
782,376
783,951
783,143
783,665
784,910
784,313
784,405
784,965
785,541
785,583
785,692
786,352
786,86
786,696
787,829
787,889
788,863
788,766
788,851
788,617
788,764
788,300
789,593
789,277
789,786
790,133
790,25
790,541
791,729
791,297
791,190
791,31
791,776
792,197
792,184
792,274
793,591
793,558
794,766
794,50
794,225
794,329
794,199
794,939
795,245
795,855
795,134
795,857
795,891
796,125
796,841
796,8
796,723
797,49
797,659
797,742
798,142
798,853
798,89
798,26
799,159
799,104
799,855
799,771
800,715
800,642
801,514
801,962
801,568
802,611
802,25
802,972
803,674
803,364
803,561
804,766
804,339
804,941
804,951
804,955
805,896
805,882
805,60
805,307
806,500
806,282
806,147
806,368
806,357
807,631
808,684
808,2
808,409
809,252
809,67
809,570
810,239
810,184
810,184
810,246
810,501
810,221
810,875
811,62
811,858
812,525
812,107
812,813
812,147
812,966
813,570
813,249
813,648
813,733
813,918
813,195
814,896
814,95
814,698
814,411
814,371
814,357
814,482
815,780
815,460
815,64
816,335
817,938
817,478
817,966
817,382
818,658
818,553
818,320
819,135
819,134
819,289
819,418
820,649
820,93
820,437
820,99
820,436
820,746
821,168
821,512
821,738
821,9
822,346
822,846
822,146
822,510
822,455
823,968
823,9
823,951
823,88
823,876
824,565
825,90
825,172
826,350
826,94
826,849
827,678
827,495
828,82
829,495
829,886
830,696
830,536
830,447
830,257
831,816
831,283
831,643
831,865
831,205
831,8
832,393
832,570
833,325
833,654
834,525
834,228
834,537
834,557
834,17
834,850
835,16
835,785
835,145
835,220
836,67
836,826
836,361
837,754
837,593
837,788
837,208
838,444
839,442
840,412
840,160
841,803
841,763
842,13
842,770
842,964
842,235
843,410
843,566
844,736
844,210
844,585
844,641
845,793
845,910
845,876
845,2
845,313
846,857
846,340
846,588
847,724
847,221
847,738
847,569
847,429
848,9
848,662
848,803
848,289
848,419
849,882
849,628
849,635
849,751
850,7
850,759
851,109
852,295
852,711
852,689
852,446
852,924
852,292
852,747
852,91
853,303
853,113
853,304
853,813
854,648
854,204
854,95
855,761
855,124
855,400
855,689
855,232
856,772
856,741
856,320
857,256
857,188
857,543
857,413
858,862
858,864
858,41
858,347
858,480
858,916
858,269
858,246
859,535
859,449
860,453
860,113
860,166
860,645
861,937
861,367
861,929
862,571
862,808
862,397
862,977
862,619
862,194
863,799
863,672
863,252
864,513
864,785
864,579
864,798
865,354
865,66
865,603
865,237
866,762
866,640
866,685
866,728
866,459
867,253
867,548
867,841
868,730
868,157
868,871
869,993
869,737
869,974
869,463
869,771
869,302
870,673
871,941
871,604
871,598
871,882
872,891
872,561
872,160
872,683
873,847
873,70
874,123
874,689
874,733
874,72
875,784
875,200
875,317
875,777
875,255
876,889
876,546
877,785
877,98
877,317
877,80
878,210
878,732
878,546
878,553
879,110
879,454
879,921
880,673
880,851
880,680
880,249
880,391
880,896
881,591
882,110
882,952
882,707
883,697
883,210
883,683
883,196
883,479
883,8
884,29
884,966
884,307
884,418
884,420
885,729
885,163
885,541
885,540
886,127
886,727
886,955
886,611
887,893
888,19
888,551
888,528
888,688
888,896
888,183
889,179
890,799
890,902
890,316
890,183
890,54
891,685
892,147
892,162
892,5
893,755
893,534
894,184
894,592
894,877
894,647
894,696
895,726
895,477
896,578
896,582
897,746
897,289
897,49
897,36
898,397
898,127
899,40
899,869
899,216
900,257
900,415
901,493
901,68
902,235
902,143
902,56
902,475
903,327
903,901
903,832
903,539
903,972
903,53
904,995
904,512
904,372
904,954
904,392
905,729
905,974
905,71
905,948
906,745
906,666
906,562
906,411
906,421
907,993
907,335
907,499
907,731
907,261
907,941
908,181
908,651
908,108
908,20
908,715
909,582
909,486
909,152
909,566
910,448
910,545
910,280
910,72
910,184
911,31
911,645
911,597
911,784
911,545
911,435
911,637
912,938
912,324
912,165
912,358
913,350
913,465
913,711
913,491
914,374
914,341
914,378
915,807
915,331
915,600
915,405
916,406
916,938
916,100
916,933
916,756
917,986
917,350
917,792
917,545
918,735
918,300
918,142
918,849
919,508
919,137
919,101
919,202
919,809
919,400
920,367
921,297
921,311
922,494
922,47
923,584
923,862
923,476
923,958
923,372
923,794
924,39
924,573
924,812
924,752
924,377
924,204
924,902
925,920
926,814
926,1000
926,873
927,130
927,392
927,606
927,901
927,780
928,768
928,896
929,73
929,107
929,9
930,303
930,140
930,165
930,302
931,918
931,842
931,810
931,303
932,394
